"","word","freq"
"429101","the people",91
"504368","you a",91
"45719","at home",90
"53979","based on",90
"82081","Cant wait",90
"125156","Do you",90
"224649","is what",90
"366327","said The",90
"447969","to buy",90
"477183","was just",90
"494015","with her",90
"495444","with your",90
"6646","a small",89
"7521","a time",89
"80850","can get",89
"209190","if it",89
"213470","in her",89
"225386","it a",89
"248252","like that",89
"387855","so far",89
"421584","the case",89
"450801","to put",89
"451783","to their",89
"505084","you guys",89
"39450","are in",88
"159823","for his",88
"191186","he would",88
"207077","I never",88
"223732","is on",88
"256762","made a",88
"447523","to an",88
"458897","tried to",88
"480207","we had",88
"506256","you were",88
"60304","being a",87
"76193","but not",87
"184336","had the",87
"210362","Im going",87
"286923","New Jersey",87
"430789","the s",87
"486405","When I",87
"498186","working on",87
"32750","and their",86
"106155","couple of",86
"209732","Ill be",86
"223633","is my",86
"224288","is still",86
"421038","the book",86
"440235","think I",86
"488952","who have",86
"491165","will not",86
"495213","with this",86
"505218","you in",86
"28862","and her",85
"146491","fact that",85
"227172","it up",85
"297940","Of course",85
"388442","so that",85
"424176","the fact",85
"28311","and for",84
"32764","and there",84
"113897","day of",84
"307708","on that",84
"307771","on to",84
"316661","out for",84
"420442","the back",84
"407","a better",83
"3731","a large",83
"33497","and will",83
"46594","at this",83
"125039","do that",83
"144373","expected to",83
"161025","for some",83
"161238","for their",83
"207330","I said",83
"209166","If I",83
"302178","of time",83
"307716","On the",83
"373781","seem to",83
"424617","the follow",83
"442319","this time",83
"449927","to look",83
"450203","to move",83
"450543","to pay",83
"476977","was going",83
"486701","when we",83
"494148","with it",83
"46570","At the",82
"211980","In a",82
"238463","know how",82
"285184","needs to",82
"294285","now I",82
"422562","the country",82
"428257","the night",82
"445991","time for",82
"28777","and has",81
"141925","every day",81
"160321","for more",81
"189733","having a",81
"204410","how the",81
"214227","in New",81
"292690","not only",81
"365870","said it",81
"392478","sort of",81
"410786","talk to",81
"431353","the show",81
"450849","to read",81
"453392","told me",81
"8123","a week",80
"28787","and have",80
"166757","from my",80
"188523","Have a",80
"206195","I also",80
"207725","I went",80
"222345","is also",80
"247847","like I",80
"254190","lots of",80
"280534","my favorite",80
"373920","seems to",80
"418835","that this",80
"451802","to think",80
"87049","chance to",79
"127416","dont want",79
"161569","for years",79
"190914","He said",79
"207397","I should",79
"223691","is now",79
"245571","let me",79
"348090","rather than",79
"369041","say that",79
"373478","see what",79
"383474","since the",79
"438369","They are",79
"505192","you I",79
"167445","front of",78
"176388","going on",78
"178510","got the",78
"199092","his own",78
"228559","Its not",78
"258095","make sure",78
"325381","people to",78
"432025","the story",78
"448374","to create",78
"19298","all that",77
"23825","amount of",77
"57816","because the",77
"76598","but we",77
"157633","follow me",77
"187993","has the",77
"207033","I miss",77
"210120","Im a",77
"245386","less than",77
"278045","much as",77
"307722","on their",77
"410695","talk about",77
"434126","the year",77
"438437","they can",77
"468464","us to",77
"25760","and all",76
"125046","do the",76
"141094","even though",76
"172374","get it",76
"206678","I found",76
"260070","many of",76
"262910","may have",76
"434023","the word",76
"446070","time in",76
"490073","why I",76
"495192","with their",76
"25827","and an",75
"32194","and some",75
"209143","if he",75
"210665","Im so",75
"215644","in which",75
"264648","me that",75
"292377","not have",75
"373293","see it",75
"378440","she is",75
"413502","tell me",75
"437522","there were",75
"440358","think that",75
"449826","to learn",75
"451552","to stay",75
"485793","what we",75
"4469","a month",74
"24723","an hour",74
"40343","Are you",74
"56029","be on",74
"62998","between the",74
"120776","did you",74
"153523","find a",74
"159981","for it",74
"161400","for us",74
"249767","listening to",74
"253667","Los Angeles",74
"410180","take the",74
"417536","That is",74
"422257","the company",74
"57730","because it",73
"125135","do with",73
"127390","dont think",73
"188556","have an",73
"195322","here in",73
"207363","I see",73
"238475","know if",73
"250548","live in",73
"288144","next week",73
"407534","sure to",73
"418812","that there",73
"504419","you all",73
"27964","and even",72
"28985","and how",72
"207493","I still",72
"254929","love the",72
"258245","makes me",72
"262966","may not",72
"278309","much of",72
"380639","should have",72
"424871","the future",72
"447917","to bring",72
"448063","to change",72
"449368","to her",72
"474748","waiting for",72
"477746","was so",72
"102","‚ and",71
"9841","about this",71
"40011","are so",71
"75914","but he",71
"97171","comes to",71
"212070","in all",71
"238604","know the",71
"278286","much more",71
"309982","only one",71
"451393","to sleep",71
"476392","was an",71
"226","a bad",70
"32743","And the",70
"88486","check out",70
"249716","listen to",70
"281372","my own",70
"317750","over a",70
"424436","the final",70
"430605","the road",70
"441807","this one",70
"474607","wait for",70
"495180","with that",70
"43683","as you",69
"94137","close to",69
"102399","continue to",69
"113734","day I",69
"120778","Did you",69
"207006","I mean",69
"207342","I saw",69
"223493","is like",69
"225995","it for",69
"226536","it on",69
"238467","know I",69
"253066","look like",69
"256856","made it",69
"256872","made me",69
"288116","next to",69
"292334","not going",69
"316477","out a",69
"324900","people are",69
"433235","the United",69
"451302","to share",69
"189380","have some",68
"196693","high school",68
"206990","I made",68
"214355","in order",68
"365845","said in",68
"480363","we need",68
"497753","work on",68
"213666","in its",67
"215295","in The",67
"215374","in to",67
"223618","is more",67
"239727","lack of",67
"253376","looks like",67
"264196","me in",67
"280573","my first",67
"312348","or not",67
"427957","the movie",67
"428202","the New",67
"435655","them and",67
"440255","think it",67
"451478","to spend",67
"451577","to stop",67
"452287","to write",67
"499520","would like",67
"3423","a huge",66
"6551","a single",66
"29082","and Im",66
"29853","and make",66
"30524","and one",66
"32162","and so",66
"168014","full of",66
"184150","had no",66
"206639","I felt",66
"213252","in front",66
"249616","list of",66
"303077","off to",66
"313260","order to",66
"417468","that in",66
"420802","the big",66
"421524","the car",66
"423431","the door",66
"426554","the kids",66
"428557","the old",66
"438668","they had",66
"448085","to check",66
"485211","What a",66
"486730","When you",66
"506326","you would",66
"989","a chance",65
"4122","a man",65
"4698","a nice",65
"18652","all day",65
"76025","but its",65
"81115","can see",65
"202229","hope you",65
"206795","I havent",65
"225644","it but",65
"225715","it comes",65
"253257","looking forward",65
"290195","no longer",65
"306796","on it",65
"307215","on our",65
"439173","they will",65
"449835","to leave",65
"485485","What is",65
"485489","what it",65
"488936","who had",65
"499568","would not",65
"504474","You are",65
"1901","a different",64
"36127","any other",64
"56543","be there",64
"161240","for them",64
"202230","Hope you",64
"206198","I always",64
"224727","is your",64
"252678","long time",64
"281274","my new",64
"325109","people in",64
"407321","supposed to",64
"417553","that its",64
"449069","to follow",64
"487721","which was",64
"493087","with all",64
"505344","you like",64
"10904","According to",63
"28724","and had",63
"31966","and she",63
"43632","as we",63
"46005","at me",63
"76674","but you",63
"113474","day and",63
"209425","if we",63
"214331","in one",63
"281149","my mind",63
"285074","needed to",63
"292496","not just",63
"316877","out on",63
"391213","something that",63
"417337","that have",63
"427639","the middle",63
"427887","the morning",63
"429877","the public",63
"440297","think of",63
"462729","two years",63
"465365","United States",63
"484333","were not",63
"8322","a wonderful",62
"18996","all my",62
"36116","any of",62
"125067","do this",62
"181806","group of",62
"204287","how many",62
"222333","is all",62
"233871","just as",62
"249989","little bit",62
"290099","no idea",62
"311135","opportunity to",62
"317138","out with",62
"417919","that my",62
"427883","the more",62
"440053","things that",62
"444704","throughout the",62
"449900","to live",62
"466187","until the",62
"480736","we will",62
"486897","where I",62
"507898","your own",62
"30429","and now",61
"45072","at am",61
"46082","at my",61
"96857","come back",61
"213656","in it",61
"219981","interested in",61
"223391","Is it",61
"299820","of life",61
"366240","said she",61
"375079","sense of",61
"425921","the idea",61
"440132","think about",61
"440450","thinking about",61
"447528","to and",61
"449394","to him",61
"449849","to let",61
"455239","top of",61
"486646","When the",61
"492857","wish I",61
"18864","all I",60
"57823","because they",60
"76505","but they",60
"115041","deal with",60
"161233","For the",60
"165507","friends and",60
"206892","I knew",60
"210709","Im sure",60
"227263","it with",60
"416077","thanks to",60
"419041","that were",60
"423901","the entire",60
"442080","this season",60
"447985","to call",60
"451137","to run",60
"451340","to show",60
"451768","to that",60
"466415","up at",60
"505091","you had",60
"345","a beautiful",59
"9374","about how",59
"33424","and what",59
"75544","but also",59
"81279","can you",59
"204157","How do",59
"225517","it as",59
"252476","long as",59
"300057","of me",59
"367518","San Diego",59
"418029","that one",59
"430955","the school",59
"433765","the week",59
"435852","them in",59
"440362","think the",59
"476379","was also",59
"477352","was no",59
"505908","you so",59
"6796","a special",58
"51209","back on",58
"143541","excited to",58
"159816","for him",58
"186284","happened to",58
"197348","him and",58
"226280","it just",58
"264652","me the",58
"293009","not sure",58
"306674","on her",58
"328946","piece of",58
"373124","see a",58
"373271","see how",58
"424485","The first",58
"447770","to become",58
"487454","which I",58
"505871","you should",58
"5772","a real",57
"40053","are still",57
"50991","back and",57
"76479","but that",57
"80176","came to",57
"140899","even if",57
"152431","figure out",57
"166462","from his",57
"188566","have any",57
"195198","here and",57
"209465","if youre",57
"224595","is very",57
"264243","me know",57
"288165","next year",57
"378413","she has",57
"437510","There was",57
"468841","use the",57
"488097","while the",57
"495033","with some",57
"497921","work with",57
"504714","you could",57
"505277","you just",57
"505307","You know",57
"8221","a whole",56
"20384","along the",56
"25928","and are",56
"159617","for following",56
"161267","for those",56
"189601","Have you",56
"199693","his wife",56
"215038","in some",56
"222272","is about",56
"280775","my head",56
"308444","one day",56
"330643","plans to",56
"388552","so we",56
"420497","the ball",56
"430671","the room",56
"433768","the weekend",56
"436575","then I",56
"465537","University of",56
"479870","we all",56
"503018","years of",56
"4353","a million",55
"19076","all over",55
"29056","and if",55
"32801","and this",55
"59551","before I",55
"176827","gonna be",55
"188935","have had",55
"207752","I wonder",55
"209368","If the",55
"221695","involved in",55
"222487","is being",55
"228633","its own",55
"234340","just like",55
"254722","love it",55
"256959","made the",55
"280626","my friends",55
"292452","not in",55
"419833","the air",55
"424395","the field",55
"424800","the front",55
"425229","the great",55
"427282","the man",55
"433026","the truth",55
"439196","they would",55
"466656","up I",55
"468785","use of",55
"477391","was on",55
"480080","we do",55
"485209","what a",55
"494025","with him",55
"495195","with them",55
"505830","you see",55
"22495","am not",54
"31704","and said",54
"38782","are all",54
"42916","as if",54
"75511","but a",54
"190515","He has",54
"198613","his first",54
"207028","I might",54
"213204","in for",54
"223151","is good",54
"248524","likely to",54
"253258","Looking forward",54
"269020","might have",54
"309026","one that",54
"330055","place to",54
"332249","plenty of",54
"359389","right to",54
"367371","same time",54
"367524","San Francisco",54
"420157","the area",54
"451784","to them",54
"471314","very good",54
"485430","what he",54
"5226","a place",53
"6307","a second",53
"8895","ability to",53
"104961","could not",53
"122507","director of",53
"127253","dont like",53
"133032","easy to",53
"190248","he can",53
"190306","he could",53
"190349","he did",53
"191658","health care",53
"206462","I decided",53
"223744","is only",53
"224439","is this",53
"274855","more of",53
"342511","proud of",53
"369046","say the",53
"376641","set up",53
"426746","the law",53
"430148","the real",53
"433456","the very",53
"446193","time of",53
"462933","type of",53
"483781","were a",53
"486156","when a",53
"486596","when she",53
"491010","will get",53
"502178","year and",53
"2651","a friend",52
"3455","‚ I",52
"26173","and be",52
"54994","be an",52
"55032","be at",52
"57696","because he",52
"57909","become a",52
"58707","been in",52
"124617","do a",52
"151776","few years",52
"157284","focus on",52
"175436","go on",52
"195004","her to",52
"207603","I took",52
"226821","it seems",52
"258337","making a",52
"264396","me on",52
"271302","miss you",52
"278410","much to",52
"312893","or two",52
"373424","see that",52
"378748","She was",52
"388622","so you",52
"424228","the family",52
"428611","The only",52
"432596","the things",52
"440397","think we",52
"448752","to eat",52
"452020","to us",52
"476442","was at",52
"477922","was to",52
"479585","way of",52
"505395","you love",52
"4986","a part",51
"8312","a woman",51
"9822","about that",51
"22419","am I",51
"29411","and just",51
"42294","As a",51
"55958","be more",51
"76019","But it",51
"177627","good to",51
"185128","half of",51
"196695","High School",51
"197319","him a",51
"201002","home and",51
"204262","how it",51
"206285","I believe",51
"210440","Im just",51
"225753","it could",51
"234186","just got",51
"269770","million in",51
"373280","see if",51
"378409","she had",51
"426411","the job",51
"428091","the National",51
"432599","the third",51
"439168","They were",51
"506105","you too",51
"9934","about what",50
"33432","and when",50
"140960","even more",50
"158679","for about",50
"158780","for another",50
"191170","he will",50
"204476","how you",50
"222417","is at",50
"225838","it does",50
"241229","last month",50
"264740","me up",50
"266720","members of",50
"278170","much for",50
"290298","No one",50
"297232","of being",50
"306724","on how",50
"309608","only a",50
"317023","out that",50
"421081","the bottom",50
"422571","the county",50
"425122","the good",50
"437667","theres a",50
"442425","this was",50
"480027","we could",50
"484191","were in",50
"494623","with our",50
"496828","wont be",50
"5444","a pretty",49
"30374","and no",49
"30518","and on",49
"43047","as long",49
"45909","At least",49
"46755","at work",49
"51120","back into",49
"56386","be so",49
"60942","believe that",49
"113749","day in",49
"172490","get out",49
"186701","happy to",49
"189599","have you",49
"206199","i am",49
"207599","I told",49
"213115","In fact",49
"223064","is for",49
"257828","majority of",49
"294007","now and",49
"311870","or even",49
"416556","that can",49
"419011","That was",49
"420811","the biggest",49
"427836","the money",49
"441696","this month",49
"447622","to ask",49
"450771","to provide",49
"471113","version of",49
"487434","which has",49
"497535","work and",49
"499760","would you",49
"3036","a group",48
"25966","and as",48
"80156","came out",48
"96958","come out",48
"174260","give you",48
"175159","go back",48
"190924","he says",48
"206787","i have",48
"207346","I say",48
"207969","I‚m not",48
"266638","member of",48
"281175","my mom",48
"292219","not even",48
"307639","on Sunday",48
"425156","the government",48
"428067","the name",48
"428705","the original",48
"441916","this point",48
"447942","to build",48
"497636","work for",48
"497693","work in",48
"502429","year old",48
"33689","and your",47
"120590","did I",47
"131945","each of",47
"189156","have not",47
"204241","how I",47
"206430","I couldnt",47
"206498","I didn‚t",47
"207707","I wasnt",47
"212130","in any",47
"299280","of how",47
"316000","our own",47
"337931","president of",47
"366339","said they",47
"413883","tend to",47
"416737","that could",47
"417378","that his",47
"419019","that way",47
"420817","the bill",47
"427820","the moment",47
"432051","the street",47
"444355","through a",47
"454663","too many",47
"454922","took a",47
"455008","took the",47
"476526","was born",47
"485789","what was",47
"491401","will take",47
"491636","willing to",47
"495317","with us",47
"507683","your life",47
"2622","a free",46
"16781","ahead of",46
"18443","all about",46
"19859","allowed to",46
"31850","and see",46
"42909","As I",46
"97020","come up",46
"153624","find out",46
"172168","get back",46
"172357","get in",46
"189085","have made",46
"193711","help you",46
"202194","hope that",46
"206970","i love",46
"207285","I remember",46
"226119","It has",46
"226901","it so",46
"227049","it The",46
"234744","just the",46
"268776","middle of",46
"305937","on an",46
"306802","on its",46
"307452","on Saturday",46
"318130","over to",46
"329972","place in",46
"363038","RT I",46
"375664","series of",46
"391226","something to",46
"410074","take it",46
"429419","the point",46
"442238","this summer",46
"446450","time with",46
"447412","to add",46
"448046","to celebrate",46
"449415","to hold",46
"480737","We will",46
"484634","were the",46
"495551","within the",46
"496489","won the",46
"505437","you may",46
"2569","a former",45
"3544","a job",45
"4822","a number",45
"6379","a series",45
"40018","are some",45
"46569","at The",45
"60243","behind the",45
"75975","but if",45
"81197","can tell",45
"97430","coming to",45
"159989","for its",45
"197503","him in",45
"246771","life is",45
"258235","makes it",45
"280782","my heart",45
"284451","near the",45
"288525","nice to",45
"296995","of any",45
"302088","of The",45
"307827","on twitter",45
"345917","quite a",45
"416242","that all",45
"420707","the beginning",45
"430005","the race",45
"432165","the sun",45
"448990","to feel",45
"479520","way I",45
"505562","you on",45
"507375","your favorite",45
"4488","a more",44
"5781","a really",44
"7416","‚ the",44
"10681","access to",44
"32616","and take",44
"39642","are more",44
"43070","as many",44
"43539","as to",44
"55969","be my",44
"56658","be used",44
"118208","Department of",44
"126661","don‚t know",44
"131271","during a",44
"172721","get your",44
"187765","has not",44
"194483","her husband",44
"194732","her own",44
"207244","I read",44
"207700","i was",44
"222347","is always",44
"225659","it can",44
"248387","like you",44
"253241","looking at",44
"330364","plan to",44
"368934","say it",44
"388070","so it",44
"390206","Some of",44
"416078","Thanks to",44
"417448","that if",44
"419952","the American",44
"422787","the current",44
"423641","the early",44
"425292","the group",44
"426721","the late",44
"429745","the process",44
"449006","to figure",44
"451437","to some",44
"453422","told the",44
"462705","two weeks",44
"477881","was that",44
"480197","we got",44
"499530","would love",44
"2697","a full",43
"22201","am a",43
"30473","and of",43
"43386","as she",43
"76894","buy a",43
"80949","can make",43
"81281","Can you",43
"114389","days of",43
"120601","did it",43
"128077","down and",43
"176441","Going to",43
"188780","have done",43
"207616","I tried",43
"208552","idea of",43
"223305","is I",43
"227242","it when",43
"228972","its the",43
"250902","living in",43
"258001","make me",43
"274211","more about",43
"307551","on some",43
"308063","once again",43
"308606","one I",43
"312700","or so",43
"383362","since I",43
"429142","the person",43
"434029","the work",43
"434063","the worst",43
"438559","they do",43
"439764","thing to",43
"439938","things I",43
"443744","thousands of",43
"449671","to join",43
"449937","to lose",43
"450830","to raise",43
"452083","to visit",43
"471397","very much",43
"477394","was one",43
"478007","was very",43
"487025","where they",43
"487074","where you",43
"491156","will never",43
"502962","years in",43
"506046","you the",43
"567","a book",42
"3085","a guy",42
"29026","and i",42
"30599","and others",42
"39509","are just",42
"75982","but Im",42
"114094","day to",42
"152674","filled with",42
"158132","food and",42
"158787","for any",42
"172475","get on",42
"183799","had an",42
"190505","He had",42
"207483","I started",42
"219943","interest in",42
"227294","It would",42
"238488","know it",42
"238682","know you",42
"244490","left the",42
"245572","Let me",42
"253166","looked at",42
"254527","love and",42
"254924","love that",42
"288828","night and",42
"302127","of things",42
"302602","of which",42
"308727","one more",42
"309041","one thing",42
"387930","so good",42
"424160","the face",42
"429550","the power",42
"443334","though I",42
"448032","to catch",42
"449409","to hit",42
"462468","two of",42
"474827","wake up",42
"477329","was my",42
"480183","we get",42
"481824","week and",42
"486885","where he",42
"504644","you cant",42
"505113","You have",42
"5112","a person",41
"20815","also a",41
"24167","an amazing",41
"33534","and with",41
"38880","are being",41
"57553","became a",41
"97439","coming up",41
"142142","every time",41
"161489","for what",41
"162299","form of",41
"177360","Good morning",41
"183308","guys are",41
"187418","has become",41
"207758","I wont",41
"213908","in love",41
"222661","is coming",41
"225526","it at",41
"226856","it should",41
"234763","just to",41
"258147","make you",41
"282158","my way",41
"305940","on and",41
"306545","on Friday",41
"308282","one and",41
